iso_code;continent;location;date;new_cases;total_cases;new_deaths;total_deaths
TUR;Asia;Turkey;2020-03-24;343.0;1872.0;7.0;44.0
SWZ;Africa;Eswatini;2021-09-29;34.0;45904.0;1.0;1217.0
MLI;Africa;Mali;2022-04-09;11.0;30546.0;0.0;729.0
DJI;Africa;Djibouti;2020-09-03;0.0;5387.0;0.0;60.0
LIE;Europe;Liechtenstein;2020-07-24;0.0;87.0;0.0;1.0
IRQ;Asia;Iraq;2020-06-01;429.0;6868.0;10.0;215.0
SSD;Africa;South Sudan;2020-07-16;18.0;2171.0;0.0;41.0
EGY;Africa;Egypt;2020-10-12;132.0;104648.0;10.0;6062.0
EGY;Africa;Egypt;2022-01-24;1651.0;411749.0;28.0;22396.0
SYC;Africa;Seychelles;2020-12-16;0.0;185.0;;
THA;Asia;Thailand;2021-04-19;1390.0;43742.0;3.0;104.0
GUM;Oceania;Guam;2021-06-28;;;;
GIB;Europe;Gibraltar;2021-04-18;0.0;4291.0;0.0;94.0
CHL;South America;Chile;2021-01-23;4581.0;694647.0;68.0;17854.0
CYP;Europe;Cyprus;2020-04-05;30.0;426.0;0.0;9.0
GRD;North America;Grenada;2021-05-10;0.0;160.0;0.0;1.0
OWID_AFR;;Africa;2021-02-11;11918.0;3717944.0;495.0;97265.0
PHL;Asia;Philippines;2021-01-26;1170.0;516166.0;94.0;10386.0
OWID_NAM;;North America;2022-04-03;10414.0;94704570.0;82.0;1415821.0
NRU;Oceania;Nauru;2021-07-03;;;;
PHL;Asia;Philippines;2021-02-01;1654.0;527272.0;58.0;10807.0
MNG;Asia;Mongolia;2021-07-13;1246.0;140530.0;4.0;703.0
TTO;North America;Trinidad and Tobago;2020-04-12;1.0;113.0;0.0;8.0
TUN;Africa;Tunisia;2021-12-27;627.0;723422.0;15.0;25538.0
SOM;Africa;Somalia;2020-05-16;73.0;1357.0;2.0;55.0
GGY;Europe;Guernsey;2021-08-04;;;;
OWID_LIC;;Low income;2020-12-16;2458.0;349121.0;65.0;8784.0
GIB;Europe;Gibraltar;2020-07-25;1.0;185.0;;
MDV;Asia;Maldives;2021-07-14;73.0;75405.0;0.0;214.0
DMA;North America;Dominica;2021-05-13;3.0;178.0;;
KOR;Asia;South Korea;2021-09-20;1727.0;289263.0;4.0;2413.0
PRY;South America;Paraguay;2021-11-09;0.0;461413.0;0.0;16266.0
GIB;Europe;Gibraltar;2021-10-01;6.0;5555.0;0.0;97.0
VGB;North America;British Virgin Islands;2020-11-15;0.0;71.0;0.0;1.0
HTI;North America;Haiti;2022-01-17;737.0;27819.0;0.0;780.0
SEN;Africa;Senegal;2020-09-20;26.0;14714.0;0.0;302.0
VNM;Asia;Vietnam;2020-02-29;0.0;16.0;;
ATG;North America;Antigua and Barbuda;2022-04-01;2.0;7493.0;0.0;135.0
NLD;Europe;Netherlands;2020-09-04;661.0;74373.0;2.0;6256.0
PRT;Europe;Portugal;2020-07-17;312.0;48077.0;3.0;1682.0
TUN;Africa;Tunisia;2020-05-26;0.0;1051.0;0.0;48.0
SMR;Europe;San Marino;2021-05-05;5.0;5076.0;0.0;90.0
SPM;North America;Saint Pierre and Miquelon;2021-05-24;0.0;25.0;;
COG;Africa;Congo;2021-01-07;0.0;7127.0;0.0;108.0
CMR;Africa;Cameroon;2021-03-21;0.0;40622.0;0.0;601.0
KWT;Asia;Kuwait;2021-10-02;41.0;411731.0;1.0;2451.0
MLT;Europe;Malta;2021-01-05;158.0;13388.0;4.0;226.0
AUT;Europe;Austria;2021-02-08;1057.0;424896.0;20.0;8032.0
MUS;Africa;Mauritius;2021-01-08;0.0;539.0;0.0;10.0
SUR;South America;Suriname;2021-04-05;11.0;9174.0;0.0;177.0
MNG;Asia;Mongolia;2022-01-19;9071.0;756393.0;3.0;2092.0
KAZ;Asia;Kazakhstan;2021-10-23;0.0;1005130.0;0.0;16871.0
SLE;Africa;Sierra Leone;2020-12-28;0.0;2560.0;0.0;76.0
OWID_HIC;;High income;2021-04-07;202698.0;68245078.0;5948.0;1367995.0
OWID_LMC;;Lower middle income;2020-11-05;91827.0;12617911.0;1717.0;241550.0
CUW;North America;Curacao;2020-09-13;12.0;157.0;0.0;1.0
TUN;Africa;Tunisia;2020-03-26;24.0;197.0;1.0;6.0
CYP;Europe;Cyprus;2021-09-11;142.0;117695.0;1.0;536.0
PRT;Europe;Portugal;2021-06-23;1497.0;868323.0;3.0;17077.0
MKD;Europe;North Macedonia;2021-11-13;525.0;208992.0;13.0;7320.0
CRI;North America;Costa Rica;2020-11-10;979.0;118566.0;11.0;1502.0
ISR;Asia;Israel;2020-11-11;763.0;321574.0;7.0;2706.0
GMB;Africa;Gambia;2021-09-08;0.0;9789.0;0.0;328.0
OWID_LMC;;Lower middle income;2020-06-21;33931.0;1270355.0;928.0;39305.0
NIU;Oceania;Niue;2021-07-07;;;;
KAZ;Asia;Kazakhstan;2021-07-17;5639.0;547386.0;0.0;8173.0
BGD;Asia;Bangladesh;2020-09-25;1383.0;356767.0;21.0;5093.0
EST;Europe;Estonia;2021-04-01;829.0;107253.0;6.0;908.0
MWI;Africa;Malawi;2020-06-20;0.0;620.0;0.0;8.0
GRL;North America;Greenland;2022-01-07;591.0;3995.0;0.0;1.0
AGO;Africa;Angola;2020-07-07;40.0;386.0;2.0;21.0
BWA;Africa;Botswana;2021-04-21;0.0;44702.0;0.0;684.0
KHM;Asia;Cambodia;2020-08-17;0.0;273.0;;
IRN;Asia;Iran;2020-12-27;5502.0;1200465.0;119.0;54693.0
NPL;Asia;Nepal;2020-02-28;0.0;1.0;;
BDI;Africa;Burundi;2021-07-19;92.0;5894.0;0.0;8.0
COD;Africa;Democratic Republic of Congo;2021-12-19;0.0;64448.0;0.0;1126.0
NLD;Europe;Netherlands;2021-12-16;15369.0;2956792.0;55.0;20385.0
PSE;Asia;Palestine;2020-12-06;1940.0;98038.0;16.0;828.0
FJI;Oceania;Fiji;2022-04-14;0.0;64502.0;0.0;862.0
VUT;Oceania;Vanuatu;2021-11-08;0.0;6.0;0.0;1.0
BEL;Europe;Belgium;2021-06-15;508.0;1077087.0;6.0;25099.0
MNE;Europe;Montenegro;2022-03-26;101.0;232727.0;0.0;2698.0
BFA;Africa;Burkina Faso;2020-04-08;30.0;414.0;4.0;23.0
GBR;Europe;United Kingdom;2020-04-04;4071.0;57427.0;757.0;5279.0
COL;South America;Colombia;2021-02-27;3343.0;2248135.0;142.0;59660.0
MOZ;Africa;Mozambique;2021-06-02;73.0;70923.0;0.0;836.0
NZL;Oceania;New Zealand;2021-03-25;3.0;2479.0;0.0;26.0
AZE;Asia;Azerbaijan;2021-09-09;0.0;447725.0;0.0;5920.0
CHL;South America;Chile;2021-03-17;3430.0;904212.0;27.0;21816.0
URY;South America;Uruguay;2021-01-05;678.0;22104.0;6.0;217.0
TCA;North America;Turks and Caicos Islands;2020-04-13;1.0;10.0;0.0;1.0
AND;Europe;Andorra;2020-03-13;0.0;1.0;;
SVN;Europe;Slovenia;2022-01-05;4067.0;475027.0;6.0;5629.0
PLW;Oceania;Palau;2021-09-03;0.0;2.0;;
PAK;Asia;Pakistan;2022-03-10;723.0;1517512.0;7.0;30298.0
LCA;North America;Saint Lucia;2021-10-03;57.0;11693.0;2.0;209.0
OWID_UMC;;Upper middle income;2020-03-12;112.0;81552.0;14.0;3189.0
MAR;Africa;Morocco;2021-03-28;301.0;494659.0;0.0;8798.0
ESP;Europe;Spain;2022-01-24;305432.0;9280890.0;253.0;91994.0
BEL;Europe;Belgium;2020-07-09;87.0;62210.0;2.0;9778.0
SGP;Asia;Singapore;2021-11-02;3496.0;204340.0;9.0;430.0
VEN;South America;Venezuela;2021-06-12;1489.0;250309.0;17.0;2814.0
BEL;Europe;Belgium;2021-07-19;3795.0;1107208.0;4.0;25213.0
SAU;Asia;Saudi Arabia;2021-03-27;502.0;387794.0;6.0;6643.0
TTO;North America;Trinidad and Tobago;2021-11-25;624.0;68288.0;31.0;2040.0
CMR;Africa;Cameroon;2021-11-19;0.0;106190.0;0.0;1770.0
MLT;Europe;Malta;2021-02-04;79.0;18385.0;0.0;273.0
EST;Europe;Estonia;2021-01-29;687.0;43343.0;3.0;409.0
MWI;Africa;Malawi;2020-04-24;0.0;33.0;0.0;3.0
MRT;Africa;Mauritania;2022-01-05;1149.0;44646.0;2.0;876.0
TGO;Africa;Togo;2020-06-10;21.0;522.0;0.0;13.0
SHN;Africa;Saint Helena;2022-02-18;0.0;4.0;;
TUN;Africa;Tunisia;2020-03-22;15.0;75.0;2.0;3.0
GUY;South America;Guyana;2022-01-08;1016.0;44245.0;1.0;1067.0
ESP;Europe;Spain;2021-05-30;0.0;3668658.0;0.0;79905.0
PNG;Oceania;Papua New Guinea;2020-06-22;1.0;9.0;;
AUS;Oceania;Australia;2022-02-26;17543.0;3188117.0;26.0;5157.0
PAK;Asia;Pakistan;2021-02-26;1315.0;578797.0;33.0;12837.0
IMN;Europe;Isle of Man;2021-08-21;42.0;6274.0;0.0;37.0
ECU;South America;Ecuador;2020-07-04;878.0;61535.0;69.0;4769.0
CIV;Africa;Cote d'Ivoire;2021-10-07;68.0;60641.0;1.0;654.0
UGA;Africa;Uganda;2020-04-25;0.0;75.0;;
LAO;Asia;Laos;2022-03-11;413.0;145507.0;3.0;640.0
LTU;Europe;Lithuania;2022-01-24;3942.0;612500.0;4.0;7762.0
BOL;South America;Bolivia;2021-09-28;446.0;499648.0;9.0;18716.0
ERI;Africa;Eritrea;2022-02-10;8.0;9660.0;0.0;102.0
SLE;Africa;Sierra Leone;2020-09-21;0.0;2168.0;0.0;72.0
UZB;Asia;Uzbekistan;2020-06-23;201.0;6662.0;0.0;19.0
ROU;Europe;Romania;2020-10-07;2958.0;142570.0;82.0;5203.0
TON;Oceania;Tonga;2021-10-06;;;;
ROU;Europe;Romania;2020-07-06;250.0;29223.0;18.0;1768.0
GEO;Asia;Georgia;2020-05-11;3.0;638.0;1.0;11.0
MKD;Europe;North Macedonia;2020-08-11;141.0;12083.0;1.0;529.0
BFA;Africa;Burkina Faso;2020-09-24;21.0;1950.0;0.0;56.0
DMA;North America;Dominica;2021-09-23;63.0;3197.0;2.0;13.0
BLR;Europe;Belarus;2021-01-17;1924.0;225461.0;9.0;1582.0
ZAF;Africa;South Africa;2021-05-05;2073.0;1588221.0;46.0;54557.0
OWID_AFR;;Africa;2020-02-25;1.0;2.0;0.0;
MYS;Asia;Malaysia;2022-04-06;12105.0;4280591.0;32.0;35192.0
TLS;Asia;Timor;2021-10-26;4.0;19778.0;0.0;121.0
OWID_EUR;;Europe;2022-01-15;977260.0;104486055.0;2724.0;1574130.0
TWN;Asia;Taiwan;2020-11-12;5.0;589.0;0.0;7.0
CAF;Africa;Central African Republic;2020-03-29;0.0;3.0;;
AZE;Asia;Azerbaijan;2021-01-30;131.0;230066.0;7.0;3126.0
CUW;North America;Curacao;2021-12-21;94.0;17901.0;0.0;184.0
BGD;Asia;Bangladesh;2021-03-13;1014.0;556236.0;12.0;8527.0
TUN;Africa;Tunisia;2021-12-03;151.0;718059.0;9.0;25390.0
JAM;North America;Jamaica;2022-01-27;500.0;122463.0;2.0;2617.0
ECU;South America;Ecuador;2020-09-18;1872.0;124129.0;15.0;11044.0
ARE;Asia;United Arab Emirates;2020-11-09;1146.0;143289.0;1.0;515.0
PNG;Oceania;Papua New Guinea;2020-08-06;10.0;163.0;1.0;3.0
OWID_INT;;International;2021-03-10;0.0;721.0;0.0;15.0
MDV;Asia;Maldives;2020-04-04;0.0;19.0;;
YEM;Asia;Yemen;2021-11-03;4.0;9810.0;3.0;1897.0
MAR;Africa;Morocco;2020-06-10;71.0;8508.0;1.0;211.0
SAU;Asia;Saudi Arabia;2021-07-01;1534.0;489126.0;13.0;7832.0
SPM;North America;Saint Pierre and Miquelon;2021-01-08;0.0;16.0;;
SEN;Africa;Senegal;2020-12-06;80.0;16477.0;1.0;338.0
GTM;North America;Guatemala;2021-12-02;291.0;618727.0;11.0;15967.0
AZE;Asia;Azerbaijan;2020-06-21;491.0;12729.0;6.0;154.0
GHA;Africa;Ghana;2020-05-13;281.0;5408.0;2.0;24.0
MRT;Africa;Mauritania;2022-01-08;1069.0;48105.0;4.0;885.0
TCA;North America;Turks and Caicos Islands;2020-05-18;0.0;12.0;0.0;1.0
SPM;North America;Saint Pierre and Miquelon;2020-07-10;1.0;2.0;;
NIC;North America;Nicaragua;2021-01-08;0.0;6097.0;0.0;166.0
PNG;Oceania;Papua New Guinea;2022-01-28;270.0;36866.0;0.0;597.0
NPL;Asia;Nepal;2022-04-10;3.0;978571.0;0.0;11951.0
TWN;Asia;Taiwan;2021-04-25;3.0;1100.0;0.0;12.0
LUX;Europe;Luxembourg;2020-12-15;350.0;42250.0;8.0;418.0
DNK;Europe;Denmark;2021-04-29;769.0;250554.0;2.0;2483.0
NAM;Africa;Namibia;2021-10-14;0.0;128187.0;0.0;3529.0
SWZ;Africa;Eswatini;2020-11-02;4.0;5929.0;0.0;117.0
VEN;South America;Venezuela;2020-09-28;837.0;73528.0;8.0;614.0
BRN;Asia;Brunei;2021-10-17;504.0;10860.0;5.0;73.0
IMN;Europe;Isle of Man;2021-04-14;0.0;1575.0;0.0;29.0
MSR;North America;Montserrat;2022-02-01;0.0;163.0;0.0;1.0
SOM;Africa;Somalia;2021-11-26;0.0;23016.0;0.0;1327.0
TCD;Africa;Chad;2020-10-29;5.0;1473.0;0.0;97.0
NRU;Oceania;Nauru;2021-04-13;;;;
KAZ;Asia;Kazakhstan;2020-07-04;1452.0;47171.0;18.0;242.0
AFG;Asia;Afghanistan;2020-06-25;535.0;30261.0;36.0;679.0
SGP;Asia;Singapore;2021-03-23;13.0;60221.0;0.0;30.0
MDV;Asia;Maldives;2020-12-10;34.0;13308.0;0.0;47.0
MDA;Europe;Moldova;2021-11-04;1586.0;343261.0;46.0;7958.0
BFA;Africa;Burkina Faso;2021-11-04;0.0;15103.0;0.0;221.0
DMA;North America;Dominica;2021-05-23;0.0;184.0;;
GIB;Europe;Gibraltar;2021-10-16;11.0;5751.0;0.0;98.0
GRD;North America;Grenada;2022-03-31;14.0;14012.0;0.0;218.0
GUM;Oceania;Guam;2020-12-23;;;;
LBY;Africa;Libya;2020-08-09;219.0;5451.0;6.0;119.0
SAU;Asia;Saudi Arabia;2020-07-17;2613.0;245851.0;37.0;2407.0
OWID_UMC;;Upper middle income;2020-04-15;15496.0;286059.0;630.0;10461.0
IRQ;Asia;Iraq;2020-10-25;2554.0;451707.0;55.0;10623.0
ALB;Europe;Albania;2021-02-10;1143.0;88671.0;15.0;1503.0
SVK;Europe;Slovakia;2022-04-16;1037.0;2505968.0;24.0;19721.0
ZWE;Africa;Zimbabwe;2021-11-20;22.0;133615.0;0.0;4699.0
GBR;Europe;United Kingdom;2021-05-22;2523.0;4464504.0;6.0;127802.0
BMU;North America;Bermuda;2021-01-26;2.0;688.0;0.0;12.0
JPN;Asia;Japan;2021-02-08;1217.0;407563.0;83.0;6511.0
LBR;Africa;Liberia;2021-02-12;13.0;1969.0;0.0;84.0
TKM;Asia;Turkmenistan;2021-07-18;;;;
COM;Africa;Comoros;2021-01-11;10.0;1160.0;0.0;18.0
NRU;Oceania;Nauru;2021-04-26;;;;
VIR;North America;United States Virgin Islands;2021-09-18;;;;
GUM;Oceania;Guam;2020-06-11;;;;
DOM;North America;Dominican Republic;2021-07-28;316.0;340814.0;8.0;3953.0
SVK;Europe;Slovakia;2022-02-23;26614.0;2052260.0;35.0;18314.0
SVK;Europe;Slovakia;2022-02-06;18546.0;1705482.0;20.0;17958.0
FRO;Europe;Faeroe Islands;2021-01-18;0.0;649.0;0.0;1.0
OWID_UMC;;Upper middle income;2021-05-16;128170.0;48508296.0;3759.0;1400975.0
TZA;Africa;Tanzania;2020-03-17;0.0;1.0;;
SUR;South America;Suriname;2022-01-16;435.0;63878.0;1.0;1213.0
MHL;Oceania;Marshall Islands;2020-06-09;;;;
VEN;South America;Venezuela;2022-03-30;204.0;520373.0;2.0;5682.0
DEU;Europe;Germany;2022-01-29;189166.0;9618245.0;182.0;117666.0
LSO;Africa;Lesotho;2021-03-11;3.0;10528.0;0.0;309.0
VIR;North America;United States Virgin Islands;2021-12-29;;;;
ECU;South America;Ecuador;2020-07-22;1040.0;77257.0;52.0;5418.0
LKA;Asia;Sri Lanka;2020-08-27;2.0;2986.0;0.0;12.0
FRA;Europe;France;2022-02-09;0.0;21091589.0;0.0;133681.0
TJK;Asia;Tajikistan;2021-12-19;0.0;17493.0;0.0;125.0
OWID_WRL;;World;2020-12-08;630611.0;68380601.0;12162.0;1613132.0
ARE;Asia;United Arab Emirates;2021-12-07;62.0;742438.0;0.0;2149.0
ETH;Africa;Ethiopia;2021-07-08;116.0;276799.0;3.0;4341.0
RWA;Africa;Rwanda;2021-01-01;77.0;8460.0;2.0;94.0
MCO;Europe;Monaco;2020-06-06;0.0;99.0;0.0;4.0
UKR;Europe;Ukraine;2021-03-28;12041.0;1694568.0;208.0;33571.0
SLE;Africa;Sierra Leone;2020-04-28;11.0;104.0;0.0;4.0
ERI;Africa;Eritrea;2021-02-11;11.0;2429.0;0.0;7.0
GNQ;Africa;Equatorial Guinea;2022-02-05;0.0;15845.0;0.0;182.0
SLB;Oceania;Solomon Islands;2021-01-13;0.0;17.0;;
KHM;Asia;Cambodia;2020-02-26;0.0;1.0;;
CHL;South America;Chile;2021-01-24;4463.0;699110.0;79.0;17933.0
NZL;Oceania;New Zealand;2021-02-11;2.0;2326.0;0.0;25.0
ISR;Asia;Israel;2022-02-09;29955.0;3316228.0;34.0;9337.0
FIN;Europe;Finland;2020-11-14;268.0;19458.0;7.0;376.0
JEY;Europe;Jersey;2022-04-11;;;;
MSR;North America;Montserrat;2020-04-06;0.0;6.0;;
NIU;Oceania;Niue;2021-09-16;;;;
GTM;North America;Guatemala;2020-10-31;600.0;107939.0;15.0;3729.0
MEX;North America;Mexico;2022-01-26;0.0;4730669.0;0.0;303776.0
GUM;Oceania;Guam;2020-11-04;;;;
OWID_UMC;;Upper middle income;2022-01-20;684291.0;94905538.0;2500.0;2303407.0
PAN;North America;Panama;2021-02-22;566.0;337087.0;14.0;5756.0
SHN;Africa;Saint Helena;2022-01-16;0.0;4.0;;
GIB;Europe;Gibraltar;2021-03-11;3.0;4259.0;0.0;93.0
CYM;North America;Cayman Islands;2021-06-26;0.0;609.0;0.0;2.0
FRO;Europe;Faeroe Islands;2020-04-23;2.0;187.0;;
OWID_WRL;;World;2021-10-08;476084.0;237835422.0;7763.0;4840734.0
EST;Europe;Estonia;2021-03-09;1308.0;77491.0;2.0;669.0
JEY;Europe;Jersey;2021-04-06;;;;
NRU;Oceania;Nauru;2022-02-26;;;;
GMB;Africa;Gambia;2020-06-16;4.0;34.0;0.0;1.0
BRA;South America;Brazil;2021-10-28;13686.0;21785802.0;373.0;607325.0
VIR;North America;United States Virgin Islands;2021-03-16;;;;
NCL;Oceania;New Caledonia;2021-10-16;72.0;9933.0;5.0;236.0
MNG;Asia;Mongolia;2021-09-08;6203.0;247141.0;6.0;982.0
BEN;Africa;Benin;2021-10-15;0.0;24560.0;0.0;161.0
TUV;Oceania;Tuvalu;2022-01-27;;;;
ARM;Asia;Armenia;2020-03-10;0.0;1.0;;
AIA;North America;Anguilla;2021-01-12;0.0;15.0;;
JOR;Asia;Jordan;2020-05-13;6.0;582.0;0.0;9.0
HTI;North America;Haiti;2021-01-20;55.0;10907.0;0.0;240.0
SYR;Asia;Syria;2021-11-19;128.0;46966.0;4.0;2693.0
VGB;North America;British Virgin Islands;2022-02-12;69.0;5997.0;0.0;61.0
DZA;Africa;Algeria;2021-06-21;473.0;136294.0;10.0;3641.0
FLK;South America;Falkland Islands;2021-03-23;0.0;54.0;;
IMN;Europe;Isle of Man;2021-06-07;0.0;1598.0;0.0;29.0
FJI;Oceania;Fiji;2020-08-14;0.0;28.0;0.0;1.0
RUS;Europe;Russia;2020-11-03;18431.0;1661096.0;347.0;28611.0
OWID_INT;;International;2021-05-27;0.0;721.0;0.0;15.0
OWID_KOS;Europe;Kosovo;2022-04-13;23.0;227789.0;0.0;3138.0
BEL;Europe;Belgium;2020-02-13;0.0;1.0;;
FLK;South America;Falkland Islands;2020-11-27;0.0;16.0;;
CYM;North America;Cayman Islands;2021-11-25;176.0;6459.0;0.0;4.0
SSD;Africa;South Sudan;2021-01-04;31.0;3589.0;0.0;63.0
IND;Asia;India;2021-01-04;16375.0;10356844.0;201.0;149850.0
ECU;South America;Ecuador;2020-04-23;333.0;11183.0;23.0;560.0
MKD;Europe;North Macedonia;2021-07-26;8.0;156086.0;2.0;5491.0
COM;Africa;Comoros;2021-07-19;0.0;4011.0;0.0;147.0
IDN;Asia;Indonesia;2021-02-23;9775.0;1298608.0;323.0;35014.0
BDI;Africa;Burundi;2021-05-05;17.0;4069.0;0.0;6.0
TUR;Asia;Turkey;2022-04-06;10314.0;14929905.0;41.0;98275.0
DNK;Europe;Denmark;2022-04-19;3015.0;3101637.0;22.0;6019.0
GUY;South America;Guyana;2020-05-07;0.0;93.0;0.0;10.0
JPN;Asia;Japan;2020-10-05;279.0;86007.0;4.0;1604.0
CHE;Europe;Switzerland;2021-06-05;0.0;697292.0;2.0;10728.0
BRA;South America;Brazil;2021-06-19;77934.0;17889167.0;2205.0;501108.0
MMR;Asia;Myanmar;2021-03-24;28.0;142292.0;0.0;3204.0
NZL;Oceania;New Zealand;2020-08-27;12.0;1714.0;0.0;22.0
VCT;North America;Saint Vincent and the Grenadines;2021-08-19;0.0;2320.0;0.0;12.0
JAM;North America;Jamaica;2022-01-16;1968.0;112218.0;8.0;2530.0
OWID_UMC;;Upper middle income;2020-06-15;54221.0;2552889.0;2310.0;122062.0
SVN;Europe;Slovenia;2021-09-01;764.0;267962.0;0.0;4450.0
ESP;Europe;Spain;2020-09-13;0.0;566326.0;0.0;29747.0
OWID_OCE;;Oceania;2020-10-29;17.0;37452.0;0.0;970.0
BES;North America;Bonaire Sint Eustatius and Saba;2020-08-10;0.0;13.0;;
ETH;Africa;Ethiopia;2020-11-06;355.0;98746.0;4.0;1512.0
TUR;Asia;Turkey;2021-06-14;5626.0;5336073.0;74.0;48795.0
YEM;Asia;Yemen;2021-03-26;84.0;3900.0;10.0;820.0
SWZ;Africa;Eswatini;2020-11-06;9.0;5976.0;0.0;117.0
DJI;Africa;Djibouti;2021-06-12;1.0;11572.0;0.0;154.0
ERI;Africa;Eritrea;2021-12-13;10.0;7656.0;0.0;63.0
PAN;North America;Panama;2021-10-19;0.0;470395.0;0.0;7294.0
DOM;North America;Dominican Republic;2020-09-20;589.0;108289.0;3.0;2047.0
LBR;Africa;Liberia;2021-10-18;4.0;5807.0;0.0;286.0
MDV;Asia;Maldives;2020-08-24;133.0;6912.0;1.0;27.0
TWN;Asia;Taiwan;2020-11-25;5.0;623.0;0.0;7.0
NIC;North America;Nicaragua;2021-09-02;0.0;11735.0;0.0;200.0
SMR;Europe;San Marino;2020-04-25;12.0;513.0;0.0;40.0
VIR;North America;United States Virgin Islands;2020-10-17;;;;
HRV;Europe;Croatia;2020-11-05;2848.0;59415.0;29.0;683.0
AFG;Asia;Afghanistan;2022-02-13;452.0;170604.0;6.0;7494.0
AUT;Europe;Austria;2022-04-01;23357.0;3854405.0;40.0;15905.0
ESP;Europe;Spain;2020-06-20;363.0;245938.0;7.0;28322.0
UKR;Europe;Ukraine;2020-10-28;7790.0;374023.0;168.0;6938.0
NCL;Oceania;New Caledonia;2022-01-01;0.0;12826.0;0.0;281.0
TWN;Asia;Taiwan;2020-08-31;0.0;488.0;0.0;7.0
MYS;Asia;Malaysia;2020-10-28;801.0;29441.0;10.0;251.0
NIC;North America;Nicaragua;2022-01-15;0.0;17563.0;0.0;218.0
BOL;South America;Bolivia;2021-06-03;2429.0;380457.0;100.0;14832.0
THA;Asia;Thailand;2022-04-01;28029.0;3684755.0;96.0;25318.0
CHN;Asia;China;2021-09-26;47.0;107267.0;0.0;4636.0
OWID_WRL;;World;2020-02-10;2609.0;42771.0;107.0;1013.0
SXM;North America;Sint Maarten (Dutch part);2022-03-01;;;;
PHL;Asia;Philippines;2022-01-23;29692.0;3417216.0;66.0;53472.0
SUR;South America;Suriname;2020-10-29;5.0;5197.0;0.0;111.0
HND;North America;Honduras;2022-03-22;160.0;418460.0;6.0;10863.0
ABW;North America;Aruba;2020-12-07;1.0;4966.0;0.0;45.0
SGP;Asia;Singapore;2022-01-21;10264.0;307813.0;1.0;846.0
MAR;Africa;Morocco;2020-04-25;139.0;3897.0;1.0;159.0
TWN;Asia;Taiwan;2020-09-14;1.0;499.0;0.0;7.0
TUV;Oceania;Tuvalu;2021-10-31;;;;
DMA;North America;Dominica;2020-06-12;0.0;18.0;;
KNA;North America;Saint Kitts and Nevis;2021-01-08;1.0;34.0;;
GMB;Africa;Gambia;2021-04-30;11.0;5898.0;0.0;174.0
SEN;Africa;Senegal;2020-12-08;43.0;16596.0;0.0;340.0
VUT;Oceania;Vanuatu;2022-04-07;202.0;4915.0;0.0;3.0
TUN;Africa;Tunisia;2020-09-02;233.0;4196.0;1.0;81.0
ATG;North America;Antigua and Barbuda;2021-04-03;18.0;1170.0;0.0;28.0
AGO;Africa;Angola;2021-05-11;271.0;29146.0;3.0;639.0
GNQ;Africa;Equatorial Guinea;2021-04-25;0.0;7559.0;0.0;107.0
NPL;Asia;Nepal;2021-01-20;318.0;268310.0;6.0;1975.0
DEU;Europe;Germany;2021-04-10;24097.0;2980413.0;246.0;78249.0
COM;Africa;Comoros;2022-03-31;0.0;8086.0;0.0;160.0
BGD;Asia;Bangladesh;2021-04-15;4192.0;707362.0;94.0;10081.0
KAZ;Asia;Kazakhstan;2021-02-26;860.0;261244.0;0.0;3311.0
CIV;Africa;Cote d'Ivoire;2021-09-06;201.0;57056.0;10.0;477.0
IRQ;Asia;Iraq;2021-10-24;1247.0;2046274.0;24.0;22961.0
HKG;Asia;Hong Kong;2020-12-24;71.0;8424.0;2.0;135.0
TZA;Africa;Tanzania;2022-03-23;0.0;33797.0;0.0;800.0
SOM;Africa;Somalia;2020-07-06;9.0;3006.0;0.0;92.0
SYC;Africa;Seychelles;2020-09-14;0.0;135.0;;
BHR;Asia;Bahrain;2020-09-19;620.0;64499.0;1.0;221.0
BRB;North America;Barbados;2020-07-12;0.0;103.0;0.0;7.0
MLT;Europe;Malta;2020-10-04;66.0;3270.0;1.0;39.0
BDI;Africa;Burundi;2022-02-01;0.0;37432.0;0.0;38.0
ERI;Africa;Eritrea;2021-07-08;18.0;6242.0;1.0;28.0
UGA;Africa;Uganda;2021-09-14;30.0;121617.0;4.0;3103.0
CHL;South America;Chile;2021-01-09;4361.0;637742.0;63.0;17037.0
CUB;North America;Cuba;2021-05-16;1233.0;124454.0;8.0;804.0
KNA;North America;Saint Kitts and Nevis;2022-02-27;0.0;5530.0;0.0;42.0
ARG;South America;Argentina;2020-08-04;6792.0;213535.0;166.0;3979.0
IDN;Asia;Indonesia;2020-06-20;1226.0;45029.0;56.0;2429.0
AZE;Asia;Azerbaijan;2021-10-28;2420.0;524788.0;29.0;6995.0
DNK;Europe;Denmark;2021-10-16;753.0;368060.0;1.0;2680.0
BTN;Asia;Bhutan;2020-04-08;0.0;5.0;;
TUN;Africa;Tunisia;2021-11-17;93.0;715911.0;5.0;25325.0
GHA;Africa;Ghana;2021-06-12;49.0;94493.0;0.0;789.0
MLI;Africa;Mali;2022-03-23;5.0;30463.0;0.0;727.0
CZE;Europe;Czechia;2021-05-11;1533.0;1646981.0;38.0;29749.0
LIE;Europe;Liechtenstein;2022-03-29;37.0;16176.0;1.0;84.0
LCA;North America;Saint Lucia;2020-07-11;0.0;22.0;;
AZE;Asia;Azerbaijan;2020-08-12;93.0;33824.0;2.0;497.0
